Wall time,Step,Value
1544303406.9904983,32.0,0.0
1544303407.1952794,64.0,0.0
1544303407.4108615,96.0,0.0
1544303407.6092153,128.0,0.0
1544303407.8127882,160.0,0.0
1544303408.009102,192.0,0.0
1544303408.2204998,224.0,0.0
1544303408.4409196,256.0,0.0
1544303408.6395438,288.0,0.0
1544303408.8538077,320.0,0.0
1544303409.0513954,352.0,0.0
1544303409.2496712,384.0,0.0
1544303409.4441462,416.0,0.0
1544303409.638008,448.0,0.0
1544303409.841845,480.0,0.0
1544303410.0644639,512.0,0.0
1544303410.2666652,544.0,0.0
1544303410.4645684,576.0,0.0
1544303410.6664329,608.0,0.0
1544303410.8726895,640.0,0.0
1544303411.078944,672.0,10.800000190734863
1544303411.276224,704.0,25.0
1544303411.472646,736.0,48.900001525878906
1544303411.671728,768.0,48.900001525878906
1544303411.872287,800.0,48.900001525878906
1544303412.0735576,832.0,48.900001525878906
1544303412.2693079,864.0,48.900001525878906
1544303412.4674032,896.0,48.900001525878906
1544303412.663911,928.0,48.900001525878906
1544303412.8745098,960.0,48.900001525878906
1544303413.0757031,992.0,48.900001525878906
1544303413.2706027,1024.0,48.900001525878906
1544303413.4704487,1056.0,48.900001525878906
1544303413.6700432,1088.0,48.900001525878906
1544303413.887586,1120.0,48.900001525878906
1544303414.090047,1152.0,48.900001525878906
1544303414.2884068,1184.0,48.900001525878906
1544303414.4871144,1216.0,48.900001525878906
1544303414.6838615,1248.0,48.900001525878906
1544303414.8927135,1280.0,48.900001525878906
1544303415.0982664,1312.0,48.900001525878906
1544303415.3039277,1344.0,48.900001525878906
1544303415.5004632,1376.0,48.900001525878906
1544303415.7044716,1408.0,48.900001525878906
1544303415.9051354,1440.0,48.900001525878906
1544303416.1093643,1472.0,48.900001525878906
1544303416.310074,1504.0,48.900001525878906
1544303416.5093908,1536.0,48.900001525878906
1544303416.715238,1568.0,48.900001525878906
1544303416.922048,1600.0,48.900001525878906
