Wall time,Step,Value
1544154094.6952765,313.0,93.22000122070312
1544154099.4852343,626.0,95.2300033569336
1544154104.3512204,939.0,96.19999694824219
1544154108.9814172,1252.0,96.48999786376953
1544154113.6567318,1565.0,96.94000244140625
1544154118.1990545,1878.0,97.11000061035156
1544154122.6183827,2191.0,97.44999694824219
1544154127.3321526,2504.0,97.6500015258789
1544154132.0496674,2817.0,97.80999755859375
1544154136.4492533,3130.0,97.58999633789062
1544154140.8714838,3443.0,97.81999969482422
1544154145.3059769,3756.0,97.86000061035156
1544154149.8888314,4069.0,97.86000061035156
1544154154.2813928,4382.0,97.94999694824219
1544154158.9006968,4695.0,97.95999908447266
1544154163.3088632,5008.0,98.04000091552734
1544154167.732679,5321.0,98.05000305175781
1544154172.278862,5634.0,97.87000274658203
1544154176.8103678,5947.0,97.98999786376953
1544154181.4624426,6260.0,98.05000305175781
1544154185.9930494,6573.0,98.0999984741211
1544154190.3581655,6886.0,98.13999938964844
1544154195.0341363,7199.0,98.11000061035156
1544154199.5626464,7512.0,98.16000366210938
1544154204.0123408,7825.0,98.05999755859375
1544154208.6070776,8138.0,98.06999969482422
1544154213.0376956,8451.0,98.04000091552734
1544154217.556285,8764.0,98.08999633789062
1544154221.9852247,9077.0,98.08000183105469
1544154226.4389343,9390.0,98.02999877929688
1544154230.8814745,9703.0,98.05000305175781
1544154235.3855567,10016.0,97.98999786376953
1544154239.9160492,10329.0,98.05000305175781
1544154244.6430306,10642.0,98.08000183105469
1544154249.3315926,10955.0,98.05999755859375
1544154253.814957,11268.0,97.98999786376953
1544154258.3620732,11581.0,98.02999877929688
1544154262.9490101,11894.0,98.16000366210938
1544154268.0172305,12207.0,98.0
1544154273.0319924,12520.0,98.01000213623047
1544154277.9169195,12833.0,98.08000183105469
1544154282.689301,13146.0,98.08000183105469
1544154287.3240504,13459.0,98.08999633789062
1544154291.9077363,13772.0,98.08000183105469
1544154296.456998,14085.0,98.0999984741211
1544154300.9996157,14398.0,98.11000061035156
1544154305.469896,14711.0,98.11000061035156
1544154310.0473197,15024.0,98.06999969482422
1544154314.6436872,15337.0,98.08000183105469
1544154319.14431,15650.0,98.05999755859375
1544154323.6121795,15963.0,98.11000061035156
1544154328.184375,16276.0,98.1500015258789
1544154332.8109844,16589.0,98.13999938964844
1544154338.0380394,16902.0,98.16999816894531
1544154342.7247024,17215.0,98.16000366210938
1544154347.403688,17528.0,98.0999984741211
1544154351.828448,17841.0,98.0999984741211
1544154356.2619185,18154.0,98.0999984741211
1544154360.6792455,18467.0,98.0999984741211
1544154365.1545439,18780.0,98.08999633789062
1544154369.639321,19093.0,97.98999786376953
1544154374.0630436,19406.0,98.0999984741211
1544154378.5439146,19719.0,98.13999938964844
1544154382.97081,20032.0,98.05999755859375
1544154387.4426024,20345.0,98.12999725341797
1544154391.832189,20658.0,98.08999633789062
1544154396.5324073,20971.0,98.11000061035156
1544154401.4288461,21284.0,98.13999938964844
1544154406.222982,21597.0,98.13999938964844
1544154410.8616285,21910.0,98.08999633789062
1544154415.45461,22223.0,98.1500015258789
1544154419.9506617,22536.0,98.05999755859375
1544154424.4659212,22849.0,98.1500015258789
1544154428.9748442,23162.0,98.11000061035156
1544154433.4253325,23475.0,98.13999938964844
1544154437.928444,23788.0,98.12999725341797
1544154442.3767965,24101.0,98.12999725341797
1544154446.790425,24414.0,98.11000061035156
1544154451.266231,24727.0,98.08999633789062
1544154455.668673,25040.0,98.0999984741211
1544154460.1136558,25353.0,98.11000061035156
1544154464.5193846,25666.0,98.13999938964844
1544154468.9296358,25979.0,98.12999725341797
1544154473.3583753,26292.0,98.04000091552734
1544154477.7728317,26605.0,98.12000274658203
1544154482.146179,26918.0,98.13999938964844
1544154486.6152935,27231.0,98.11000061035156
1544154491.1016262,27544.0,98.12999725341797
1544154495.626249,27857.0,98.13999938964844
1544154500.1026998,28170.0,98.02999877929688
1544154504.551841,28483.0,98.08999633789062
1544154509.0583944,28796.0,98.08999633789062
1544154513.5969434,29109.0,98.0999984741211
1544154518.2395568,29422.0,98.18000030517578
1544154522.7570622,29735.0,98.13999938964844
1544154527.3722262,30048.0,98.16999816894531
1544154531.8897555,30361.0,98.18000030517578
1544154536.4377193,30674.0,98.11000061035156
1544154541.1483216,30987.0,98.05999755859375
1544154545.640227,31300.0,98.06999969482422
1544154550.1099515,31613.0,98.0999984741211
1544154554.4802778,31926.0,98.08999633789062
1544154558.9110267,32239.0,98.11000061035156
1544154563.2961457,32552.0,98.13999938964844
1544154567.75928,32865.0,98.12999725341797
1544154572.411718,33178.0,98.16999816894531
1544154576.9848175,33491.0,98.1500015258789
1544154581.447794,33804.0,98.06999969482422
1544154585.8713477,34117.0,98.12999725341797
1544154590.4780767,34430.0,98.12999725341797
1544154595.232371,34743.0,98.12999725341797
1544154599.8584273,35056.0,98.16999816894531
1544154604.5380616,35369.0,98.16000366210938
1544154609.0259485,35682.0,98.06999969482422
1544154613.7083082,35995.0,98.1500015258789
1544154618.5250697,36308.0,98.11000061035156
1544154623.3781261,36621.0,98.12999725341797
1544154628.3305235,36934.0,98.12999725341797
1544154632.892164,37247.0,98.1500015258789
1544154637.4016652,37560.0,98.12999725341797
1544154641.825212,37873.0,98.16000366210938
1544154646.245107,38186.0,98.12999725341797
1544154650.681261,38499.0,98.06999969482422
1544154655.1196651,38812.0,98.06999969482422
1544154659.606316,39125.0,98.08000183105469
1544154664.4490275,39438.0,98.12000274658203
1544154668.993117,39751.0,98.12999725341797
