Wall time,Step,Value
1544136450.9578762,313.0,82.70999908447266
1544136455.6408775,626.0,83.94999694824219
1544136460.5410597,939.0,84.58999633789062
1544136465.3729532,1252.0,85.2300033569336
1544136470.0755696,1565.0,85.76000213623047
1544136474.91228,1878.0,85.93000030517578
1544136479.6749148,2191.0,86.26000213623047
1544136484.5691543,2504.0,86.55999755859375
1544136489.4979174,2817.0,86.86000061035156
1544136494.5687299,3130.0,86.9800033569336
1544136500.0559325,3443.0,87.01000213623047
1544136505.382492,3756.0,87.31999969482422
1544136510.4373362,4069.0,87.29000091552734
1544136515.1579,4382.0,87.4800033569336
1544136519.7794104,4695.0,87.55000305175781
1544136524.4574897,5008.0,87.55999755859375
1544136529.167206,5321.0,87.76000213623047
1544136534.010734,5634.0,87.73999786376953
1544136538.8105881,5947.0,87.73999786376953
1544136543.5888395,6260.0,87.8499984741211
1544136548.4839787,6573.0,87.91999816894531
1544136553.2848039,6886.0,87.93000030517578
1544136558.4411662,7199.0,88.02999877929688
1544136563.3974755,7512.0,88.11000061035156
1544136568.494196,7825.0,88.0199966430664
1544136573.6017299,8138.0,88.06999969482422
1544136578.3251545,8451.0,88.13999938964844
1544136583.0776565,8764.0,88.13999938964844
1544136588.0445502,9077.0,88.16000366210938
1544136592.8287437,9390.0,88.08000183105469
1544136597.6750276,9703.0,88.12999725341797
1544136602.6332092,10016.0,88.12999725341797
1544136608.0451386,10329.0,88.22000122070312
1544136612.780976,10642.0,88.2300033569336
1544136617.9043012,10955.0,88.19999694824219
1544136622.6945946,11268.0,88.2300033569336
1544136627.3210762,11581.0,88.2699966430664
1544136632.4143867,11894.0,88.25
1544136637.437506,12207.0,88.25
1544136642.846602,12520.0,88.23999786376953
1544136647.518091,12833.0,88.30000305175781
1544136652.0201023,13146.0,88.2300033569336
1544136656.792986,13459.0,88.29000091552734
1544136661.5192525,13772.0,88.37000274658203
1544136666.3532906,14085.0,88.30000305175781
1544136671.3213456,14398.0,88.30999755859375
1544136676.2329674,14711.0,88.30999755859375
1544136680.7767634,15024.0,88.37999725341797
1544136685.3076117,15337.0,88.2699966430664
1544136689.86561,15650.0,88.26000213623047
1544136694.6034007,15963.0,88.36000061035156
1544136699.198049,16276.0,88.33000183105469
1544136703.7149692,16589.0,88.38999938964844
1544136708.4342618,16902.0,88.38999938964844
1544136712.9550009,17215.0,88.36000061035156
1544136717.6364965,17528.0,88.36000061035156
1544136722.3913648,17841.0,88.36000061035156
1544136727.4326935,18154.0,88.38999938964844
1544136731.9729946,18467.0,88.27999877929688
1544136736.7292805,18780.0,88.4000015258789
1544136741.382927,19093.0,88.38999938964844
1544136745.8837152,19406.0,88.38999938964844
1544136750.8158236,19719.0,88.48999786376953
1544136755.3854768,20032.0,88.44999694824219
1544136760.1602457,20345.0,88.44000244140625
1544136766.9019744,20658.0,88.4000015258789
1544136771.8474672,20971.0,88.38999938964844
1544136776.740844,21284.0,88.4000015258789
1544136781.8403642,21597.0,88.43000030517578
1544136786.4905617,21910.0,88.45999908447266
1544136791.6075642,22223.0,88.44000244140625
1544136797.2963817,22536.0,88.47000122070312
1544136802.3300252,22849.0,88.44999694824219
1544136807.1721494,23162.0,88.44999694824219
1544136813.0311186,23475.0,88.41000366210938
1544136818.096659,23788.0,88.44999694824219
1544136823.2576067,24101.0,88.45999908447266
1544136828.954056,24414.0,88.47000122070312
1544136834.2458596,24727.0,88.38999938964844
1544136839.7004495,25040.0,88.44999694824219
1544136844.7155554,25353.0,88.47000122070312
1544136849.7684038,25666.0,88.43000030517578
1544136854.4045022,25979.0,88.5
1544136859.4295123,26292.0,88.43000030517578
1544136864.4938135,26605.0,88.38999938964844
1544136869.3898656,26918.0,88.38999938964844
1544136874.2145855,27231.0,88.33999633789062
1544136878.8391802,27544.0,88.37000274658203
1544136883.4444778,27857.0,88.4800033569336
1544136888.3656247,28170.0,88.43000030517578
1544136893.365463,28483.0,88.37999725341797
1544136897.6846223,28796.0,88.44000244140625
1544136901.9373195,29109.0,88.36000061035156
1544136906.1659956,29422.0,88.41000366210938
1544136910.4743981,29735.0,88.41000366210938
1544136914.8565643,30048.0,88.43000030517578
1544136919.129429,30361.0,88.30999755859375
1544136923.4511607,30674.0,88.4000015258789
1544136927.7169476,30987.0,88.37999725341797
1544136932.041769,31300.0,88.41000366210938
1544136936.4463038,31613.0,88.37000274658203
1544136940.7344413,31926.0,88.44000244140625
1544136945.0781586,32239.0,88.31999969482422
1544136949.392375,32552.0,88.43000030517578
1544136953.7563984,32865.0,88.37000274658203
1544136958.3003232,33178.0,88.38999938964844
1544136962.7064853,33491.0,88.41000366210938
1544136967.168937,33804.0,88.38999938964844
1544136971.5762398,34117.0,88.37000274658203
1544136975.858635,34430.0,88.38999938964844
1544136980.1439285,34743.0,88.37000274658203
1544136984.5018303,35056.0,88.33999633789062
1544136988.8594162,35369.0,88.3499984741211
1544136993.225433,35682.0,88.3499984741211
1544136997.5042906,35995.0,88.41999816894531
1544137002.165916,36308.0,88.41000366210938
1544137006.5027864,36621.0,88.31999969482422
1544137010.835723,36934.0,88.41999816894531
1544137015.5237792,37247.0,88.38999938964844
1544137020.2570953,37560.0,88.36000061035156
1544137024.916212,37873.0,88.37999725341797
1544137029.4853094,38186.0,88.37999725341797
1544137034.0002418,38499.0,88.30999755859375
1544137038.4957302,38812.0,88.41000366210938
